Plate ID,NET_Run9_BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan ID,11/21/25 11:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Result ID,11/21/25 11:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Result Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version,5.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Name,Target 1 + 2 + 3 + 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate Type,96-Well Greiner™ 675090 Plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Start/End Times,11/21/2025 11:39:21 AM - 11/21/2025 11:43:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Start Time,11/21/25 11:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User ID,Sara Versales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Row,Column,X Position (mm),Y Positioin (mm),Z Position (um),Total Count,% Bright Field,% MPO,% CitH3,% DAPI,% Bright Field (only),% MPO (only),% CitH3 (only),% DAPI (only),Bright Field Count,MPO Count,CitH3 Count,DAPI Count,Bright Field Count (only),MPO Count (only),CitH3 Count (only),DAPI Count (only),AVG Bright Field Mean Intensity,SD of Bright Field Mean Intensity,AVG Bright Field Integrated Intensity,SD of Bright Field Integrated Intensity,AVG MPO Mean Intensity,SD of MPO Mean Intensity,AVG MPO Integrated Intensity,SD of MPO Integrated Intensity,AVG CitH3 Mean Intensity,SD of CitH3 Mean Intensity,AVG CitH3 Integrated Intensity,SD of CitH3 Integrated Intensity,AVG DAPI Mean Intensity,SD of DAPI Mean Intensity,AVG DAPI Integrated Intensity,SD of DAPI Integrated Intensity,% Well Sampled,Analysis Setting
A1,A,1,-0.06984705,-0.02963173,3.525744438,30433,85.31%,4.52%,0.76%,48.07%,49.45%,1.06%,0.32%,12.84%,25963,1376,231,14629,15048,324,96,3908,154.925745,14.92832815,3673.092439,1778.378567,9.122515758,4.230423135,204.4534884,475.0415947,104.2302121,48.14643638,16138.04762,15161.66016,31.04126078,25.17995418,1355.463121,1588.82504,100.00%,2
A2,A,2,-0.04021922,-0.02963772,3.540627241,28037,69.70%,54.98%,7.95%,35.53%,30.97%,16.67%,1.70%,4.95%,19542,15415,2230,9961,8683,4673,476,1387,155.4299384,15.14207752,3760.882509,2362.961903,24.31924448,13.85687982,1263.447746,1319.30969,48.15934226,38.00258206,4209.807175,6070.371864,31.77557083,27.08629534,1507.200582,1881.362976,100.00%,2
A3,A,3,-0.04445076,-0.02960235,3.569698334,37770,77.50%,38.16%,4.69%,55.15%,28.78%,7.92%,0.86%,7.37%,29273,14413,1772,20829,10872,2990,325,2784,162.4205493,17.3063648,5185.569023,3269.643685,32.41946061,20.72534024,1817.729688,1720.557006,37.52541389,33.86572487,2744.124153,4806.081228,29.33180867,16.05981024,1352.60579,1354.783674,100.00%,2
A4,A,4,-0.02506728,0.03115569,3.579223633,36116,66.85%,55.19%,6.82%,43.54%,26.91%,17.42%,1.86%,6.22%,24142,19933,2462,15725,9720,6292,673,2245,154.8628163,20.6212219,4572.664237,3043.312698,29.24344019,16.7220185,1636.090353,1625.75668,33.46930482,28.19323652,2549.893176,4788.250421,31.41103619,19.39083191,1508.604706,1522.628985,100.00%,2
A5,A,5,-0.02645393,0.01695528,3.573964834,32446,67.85%,49.73%,9.20%,42.11%,30.05%,15.62%,3.29%,6.47%,22013,16137,2986,13662,9749,5067,1068,2099,152.6100396,17.88619008,4115.064962,2501.235115,26.18587838,15.63132715,1432.77691,1506.552131,36.10284303,28.93887916,3372.830877,8545.663885,34.95987475,23.58755471,1808.704216,1921.358803,100.00%,2
B1,B,1,-0.05205373,0.01907197,3.528026581,16468,44.26%,4.40%,0.30%,83.59%,14.79%,1.09%,0.16%,53.56%,7288,724,50,13765,2435,180,27,8820,157.1382796,30.33251502,2741.819018,1461.876785,9.065837779,2.823347472,185.9723757,159.2913929,127.5070853,61.0209609,22483.68,20555.56902,44.03979337,29.88639539,2346.930984,2241.576937,100.00%,2
B2,B,2,-0.06193248,0.0249028,3.557395458,31496,67.44%,59.79%,10.39%,59.05%,17.55%,11.73%,1.31%,8.41%,21241,18831,3273,18598,5526,3696,413,2649,159.1647593,22.45338652,3847.435384,2678.985156,26.41993157,15.79138969,1432.886676,1533.666109,46.71608315,37.25328115,3607.007944,4942.38511,35.04560084,22.95971592,1674.639209,1842.33665,100.00%,2
B3,B,3,-0.02457535,0.05162615,3.568408489,40511,76.29%,47.34%,8.29%,56.94%,24.38%,8.42%,1.10%,5.68%,30906,19179,3358,23066,9875,3411,446,2301,162.8407871,21.44935715,5136.599431,3250.335456,38.44556175,22.31655585,2153.280463,2006.510593,39.48969734,36.06648764,2884.709351,5219.709883,34.46155374,20.83844601,1515.096376,1540.65376,100.00%,2
B4,B,4,-0.01465024,0.07224075,3.57594943,51636,67.96%,59.47%,9.49%,53.47%,19.27%,15.35%,1.83%,6.60%,35090,30706,4899,27612,9951,7925,943,3407,159.7478525,25.52320643,5013.963636,3620.224418,38.82330599,21.09345748,2098.778545,1959.465642,30.39048159,24.27037903,1889.627679,3659.430914,28.93087092,15.49362185,1214.164602,1125.016973,100.00%,2
B5,B,5,-0.0246021,0.06732029,3.578727245,51976,65.82%,54.73%,8.49%,49.02%,24.48%,14.73%,1.84%,7.96%,34209,28445,4415,25479,12726,7656,955,4139,128.619787,52.44101121,3707.799994,3268.569865,33.47710289,19.94295985,1852.860081,2032.570321,35.97972097,29.77955822,3755.152208,12839.54977,24.79105839,12.35163115,1099.763531,1249.727309,100.00%,2
C1,C,1,-0.04692538,0.01234233,3.531499147,31262,82.88%,7.22%,0.40%,40.25%,55.34%,2.56%,0.20%,13.44%,25911,2257,126,12584,17300,800,62,4201,154.9028491,24.26840033,3640.165837,1806.030179,9.453566517,2.049818305,192.0283562,161.1188618,54.99296711,52.3921247,8766.920635,16395.12332,23.65473068,12.46340296,948.6117292,905.7941124,100.00%,2
C2,C,2,-0.02159174,0.03595177,3.547870159,45143,69.08%,49.19%,9.00%,33.53%,34.30%,16.61%,2.81%,4.18%,31186,22204,4063,15136,15485,7497,1269,1886,153.944401,29.12158966,3980.015744,2402.958836,20.16462922,10.36865423,919.9095208,950.5169842,43.6298037,36.93322079,3526.122323,5422.253322,20.78490596,12.92887109,789.9825581,1050.071755,100.00%,2
C3,C,3,-0.0279109,0.04908698,3.565630674,49044,79.42%,38.06%,7.47%,45.23%,35.65%,7.70%,1.24%,5.57%,38951,18668,3665,22182,17484,3775,610,2732,152.3050238,35.15319939,4578.68866,3040.640222,34.88965215,22.68620507,1932.768963,1974.200708,39.97142331,34.40321532,2763.838199,4786.974354,27.1862092,16.10592522,1163.044135,1267.230828,100.00%,2
C4,C,4,-0.02139321,0.05115179,3.569202423,48670,68.29%,52.51%,8.48%,47.26%,26.21%,14.32%,2.22%,7.17%,33236,25555,4126,23003,12758,6971,1079,3492,153.1779708,22.97977375,4444.676556,3089.950065,26.79698581,15.24651175,1439.162434,1485.806462,32.25333189,27.17920167,2123.841008,4923.574224,20.99069931,9.901710094,819.8403252,857.5335,100.00%,2
C5,C,5,-0.04550686,0.05396767,3.577239037,56481,77.98%,18.80%,6.20%,53.43%,34.31%,5.10%,2.07%,11.92%,44044,10620,3504,30180,19377,2882,1170,6733,158.9025946,22.30953978,4446.82404,2687.502035,15.77944647,13.73579832,650.6910546,1087.113153,31.50941501,26.63539538,2492.65097,7121.295662,19.00125818,8.662747213,654.258383,757.9098701,100.00%,2
D1,D,1,-0.03866587,-0.00634852,3.531896114,41738,83.22%,2.98%,0.20%,74.73%,23.82%,0.68%,0.08%,15.71%,34736,1242,83,31191,9940,285,32,6557,160.9795432,14.15419409,3486.30726,1753.01809,8.74622182,2.139616263,160.7769726,128.3348805,71.35309098,57.12184946,9966.433735,14000.88245,29.28731834,17.37061708,1249.781219,1159.169387,100.00%,2
D2,D,2,-0.0370966,0.008612788,3.549060822,44089,70.67%,59.93%,9.11%,62.73%,14.03%,11.71%,1.18%,6.62%,31157,26422,4017,27659,6185,5162,522,2918,163.8000621,27.2513314,3881.513271,2502.953843,25.91833474,15.89563019,1296.707289,1379.862378,55.64651931,41.61311167,4570.858103,5810.540843,28.37054981,16.45235228,1268.499729,1165.686155,100.00%,2
D3,D,3,-0.03143641,0.008513113,3.558089733,35007,82.66%,47.99%,8.10%,59.26%,24.54%,6.37%,0.90%,4.55%,28937,16801,2836,20746,8589,2230,316,1593,158.3998682,21.1477711,4998.759166,3244.92768,39.2598038,22.76333147,2231.052854,2144.822212,40.66696746,36.67828903,2899.27574,5700.91875,36.5829079,24.17098715,1572.770655,1768.585025,100.00%,2
D4,D,4,-0.01246015,0.01040043,3.570988178,59202,81.21%,48.38%,8.92%,57.06%,25.54%,6.98%,0.93%,6.58%,48075,28642,5282,33779,15120,4134,548,3894,153.1261371,24.84502528,5336.886823,4489.588015,29.38168678,16.26044055,1673.722261,1734.911322,36.99166494,30.85194878,2513.087467,4954.284676,25.52714486,13.30680583,1045.05382,995.7219651,100.00%,2
D5,D,5,-0.04200426,0.02402159,3.575552225,58376,77.18%,36.23%,8.33%,52.25%,30.09%,7.16%,1.80%,9.53%,45055,21150,4860,30502,17564,4181,1048,5563,149.8784645,23.83537751,4384.398158,3033.138759,18.12314415,12.58022113,829.300331,1067.105985,32.88955713,27.30411888,2495.487654,7361.83009,22.13913042,9.586286589,886.3748934,944.5809871,100.00%,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image Channel Settings,Gain,Exposure,SetupMode,Illumination Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescent Default Template (1),0,3976 (ums),Always,Bright Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescent Default Template (2),0,200000 (ums),Always,Green 483/536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescent Default Template (3),0,200000 (ums),Always,Far Red 632/692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescent Default Template (4),100,300000 (ums),Always,Blue 377/447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Settings,Name,Version,Instance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Untitled Analysis Settings 1,1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Settings,Item,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Well Mask,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Well Mask Usage Mode,Automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,% Well Mask,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Well Mask Shape,Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identification Settings,Target 1 Frame Settings,,Target 2 Frame Settings,,Target 3 Frame Settings,,Target 4 Frame Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item,Value,Item,Value,Item,Value,Item,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Algorithm,Fluorescence,Algorithm,Fluorescence,Algorithm,Fluorescence,Algorithm,Fluorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intensity Threshold,4,Intensity Threshold,4,Intensity Threshold,4,Intensity Threshold,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Precision,High,Precision,High,Precision,High,Precision,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sharpen,None,Sharpen,None,Sharpen,None,Sharpen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cell Diameter (µm),10,Cell Diameter (µm),10,Cell Diameter (µm),10,Cell Diameter (µm),10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Background Correction,FALSE,Background Correction,FALSE,Background Correction,FALSE,Background Correction,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Separate Touching Objects,FALSE,Separate Touching Objects,FALSE,Separate Touching Objects,FALSE,Separate Touching Objects,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-Filtering Settings,Target 1 Feature Settings,,Target 2 Feature Settings,,Target 3 Feature Settings,,Target 4 Feature Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item,Value,Item,Value,Item,Value,Item,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cell Area (µm²),10 to 10000,Cell Area (µm²),10 to 10000,Cell Area (µm²),10 to 10000,Cell Area (µm²),10 to 10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cell Intensity Range,0 to 255,Cell Intensity Range,0 to 255,Cell Intensity Range,0 to 255,Cell Intensity Range,0 to 255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Cell Smoothness,0,Min Cell Smoothness,0,Min Cell Smoothness,0,Min Cell Smoothness,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Cell Aspect Ratio,0,Min Cell Aspect Ratio,0,Min Cell Aspect Ratio,0,Min Cell Aspect Ratio,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Settings,Name,Version,Instance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NETosis_1-0_BG,1000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Settings,Item,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Well Mask,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Well Mask Usage Mode,Automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,% Well Mask,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Well Mask Shape,Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identification Settings,Target 1 Frame Settings,,Target 2 Frame Settings,,Target 3 Frame Settings,,Target 4 Frame Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item,Value,Item,Value,Item,Value,Item,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Algorithm,Bright Field,Algorithm,Fluorescence,Algorithm,Fluorescence,Algorithm,Fluorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intensity Threshold,26,Intensity Threshold,2,Intensity Threshold,4,Intensity Threshold,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Precision,High,Precision,High,Precision,High,Precision,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sharpen,None,Sharpen,None,Sharpen,None,Sharpen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cell Diameter (µm),5,Cell Diameter (µm),6,Cell Diameter (µm),13,Cell Diameter (µm),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Background Correction,TRUE,Background Correction,TRUE,Background Correction,TRUE,Background Correction,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Separate Touching Objects,TRUE,Separate Touching Objects,TRUE,Separate Touching Objects,TRUE,Separate Touching Objects,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-Filtering Settings,Target 1 Feature Settings,,Target 2 Feature Settings,,Target 3 Feature Settings,,Target 4 Feature Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item,Value,Item,Value,Item,Value,Item,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cell Area (µm²),10 to 150,Cell Area (µm²),10 to 150,Cell Area (µm²),10 to 700,Cell Area (µm²),10 to 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cell Intensity Range,0 to 255,Cell Intensity Range,0 to 255,Cell Intensity Range,0 to 255,Cell Intensity Range,0 to 255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Cell Smoothness,0,Min Cell Smoothness,0,Min Cell Smoothness,0,Min Cell Smoothness,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Cell Aspect Ratio,0.3,Min Cell Aspect Ratio,0.4,Min Cell Aspect Ratio,0,Min Cell Aspect Ratio,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classification Settings,Name,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Untitled Classification Settings,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classes,Class Name,Source Population Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Class 1,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Class 2,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Class 3,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Class 4,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gating,-none-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,