Plate ID,Example Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan ID,9/19/25 12:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Result ID,9/25/25 10:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Result Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version,5.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Name,Target 1 + 2 + 3 + 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate Type,96-Well Greiner™ 675090 Plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Start/End Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Start Time,9/25/25 10:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User ID,USER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Row,Column,X Position (mm),Y Positioin (mm),Z Position (um),Total Count,% Bright Field,% MPO,% CitH3,% DAPI,% Bright Field (only),% MPO (only),% CitH3 (only),% DAPI (only),Bright Field Count,MPO Count,CitH3 Count,DAPI Count,Bright Field Count (only),MPO Count (only),CitH3 Count (only),DAPI Count (only),AVG Bright Field Mean Intensity,SD of Bright Field Mean Intensity,AVG Bright Field Integrated Intensity,SD of Bright Field Integrated Intensity,AVG MPO Mean Intensity,SD of MPO Mean Intensity,AVG MPO Integrated Intensity,SD of MPO Integrated Intensity,AVG CitH3 Mean Intensity,SD of CitH3 Mean Intensity,AVG CitH3 Integrated Intensity,SD of CitH3 Integrated Intensity,AVG DAPI Mean Intensity,SD of DAPI Mean Intensity,AVG DAPI Integrated Intensity,SD of DAPI Integrated Intensity,% Well Sampled,Analysis Setting
A1,A,1,-0.08799849,-0.03168404,3.530903816,35761,99.95%,0.02%,0.02%,0.03%,99.93%,0.01%,0.01%,0.02%,35743,7,7,12,35735,5,5,8,114.7412824,22.2356851,6365.038917,3588.09473,55.21486364,22.33875036,2617.285714,2342.829042,109.7060013,40.25414604,6566.428571,5109.349214,24.20316569,1.755513685,434.9166667,339.2738467,100.00%,1
A2,A,2,-0.08799849,-0.03168404,3.530903816,35761,99.95%,0.02%,0.02%,0.03%,99.93%,0.01%,0.01%,0.02%,35743,7,7,12,35735,5,5,8,114.7412824,22.2356851,6365.038917,3588.09473,55.21486364,22.33875036,2617.285714,2342.829042,109.7060013,40.25414604,6566.428571,5109.349214,24.20316569,1.755513685,434.9166667,339.2738467,100.00%,1
A3,A,3,-0.03069774,-0.03113811,3.558288097,21456,99.94%,0.01%,0.02%,0.05%,99.92%,0.00%,0.01%,0.04%,21444,3,5,10,21439,1,2,8,106.3434794,19.39266539,5861.851567,3359.255078,71.20286179,12.61697044,17724.33333,13481.18119,77.26770935,27.97136889,6518.6,3687.964241,26.46461525,4.100300735,248.8,35.38022046,100.00%,1
A4,A,4,-0.03069774,-0.03113811,3.558288097,21456,99.94%,0.01%,0.02%,0.05%,99.92%,0.00%,0.01%,0.04%,21444,3,5,10,21439,1,2,8,106.3434794,19.39266539,5861.851567,3359.255078,71.20286179,12.61697044,17724.33333,13481.18119,77.26770935,27.97136889,6518.6,3687.964241,26.46461525,4.100300735,248.8,35.38022046,100.00%,1
A5,A,5,-0.08799849,-0.03168404,3.530903816,35761,99.95%,0.02%,0.02%,0.03%,99.93%,0.01%,0.01%,0.02%,35743,7,7,12,35735,5,5,8,114.7412824,22.2356851,6365.038917,3588.09473,55.21486364,22.33875036,2617.285714,2342.829042,109.7060013,40.25414604,6566.428571,5109.349214,24.20316569,1.755513685,434.9166667,339.2738467,100.00%,1
A6,A,6,-0.08799849,-0.03168404,3.530903816,35761,99.95%,0.02%,0.02%,0.03%,99.93%,0.01%,0.01%,0.02%,35743,7,7,12,35735,5,5,8,114.7412824,22.2356851,6365.038917,3588.09473,55.21486364,22.33875036,2617.285714,2342.829042,109.7060013,40.25414604,6566.428571,5109.349214,24.20316569,1.755513685,434.9166667,339.2738467,100.00%,1
B1,B,1,-0.05909054,0.03689027,3.600753784,11657,84.90%,47.19%,6.07%,66.36%,30.28%,1.16%,0.45%,9.67%,9897,5501,708,7736,3530,135,53,1127,96.86256605,38.37876139,10139.86562,23982.52162,63.39609407,24.56611006,10061.82349,19088.96803,79.77623652,45.30583898,6556.884181,10567.10906,79.19920201,40.28969176,9934.625259,20934.23528,100.00%,1
B2,B,2,-0.03069774,-0.03113811,3.558288097,21456,99.94%,0.01%,0.02%,0.05%,99.92%,0.00%,0.01%,0.04%,21444,3,5,10,21439,1,2,8,106.3434794,19.39266539,5861.851567,3359.255078,71.20286179,12.61697044,17724.33333,13481.18119,77.26770935,27.97136889,6518.6,3687.964241,26.46461525,4.100300735,248.8,35.38022046,100.00%,1
B3,B,3,-0.09188016,0.0170609,3.578330517,14922,86.58%,54.00%,3.47%,73.05%,24.42%,0.88%,0.25%,8.04%,12919,8058,518,10901,3644,131,37,1199,123.3421025,28.12406557,14058.75741,40620.17531,64.97208865,23.02419846,9282.537354,20198.02518,75.64128463,44.8015415,6003.094595,10057.34673,94.69635045,36.34172536,12440.53362,33923.75546,100.00%,1
B4,B,4,-0.04857033,0.06362736,3.602540016,34444,80.92%,26.06%,7.11%,71.68%,25.87%,0.74%,0.55%,12.53%,27871,8975,2450,24688,8909,256,189,4316,116.1739196,25.09571409,12433.5886,19573.42351,59.62437044,21.88286769,6578.158886,8781.229255,80.12180243,43.61212663,6435.480408,10014.5243,63.39370878,27.64147548,6378.444669,9566.324575,100.00%,1
B5,B,5,-0.0577032,0.06875925,3.63845706,35038,60.15%,29.09%,2.96%,82.65%,13.52%,2.56%,0.27%,27.54%,21076,10193,1036,28959,4737,898,94,9650,126.7603067,21.99161751,7110.053188,16226.7208,59.73627877,23.68470996,6226.043461,9330.673522,71.15442592,43.10586375,5520.252896,13162.69325,50.85733429,19.01221584,3990.069063,5836.593497,100.00%,1
B6,B,6,-0.04857033,0.06362736,3.602540016,34444,80.92%,26.06%,7.11%,71.68%,25.87%,0.74%,0.55%,12.53%,27871,8975,2450,24688,8909,256,189,4316,116.1739196,25.09571409,12433.5886,19573.42351,59.62437044,21.88286769,6578.158886,8781.229255,80.12180243,43.61212663,6435.480408,10014.5243,63.39370878,27.64147548,6378.444669,9566.324575,100.00%,1
C1,C,1,-0.05320189,0.02298838,3.610278606,7985,82.65%,38.15%,5.46%,67.60%,28.68%,0.91%,1.10%,12.30%,6600,3046,436,5398,2290,73,88,982,98.02078485,41.49574164,6920.695909,9616.190864,60.62440581,28.513116,7077.235719,11135.26534,92.98796247,53.30239494,10300.3922,14850.98883,85.99801,42.99870867,8123.981845,9623.278626,100.00%,1
C2,C,2,-0.03069774,-0.03113811,3.558288097,21456,99.94%,0.01%,0.02%,0.05%,99.92%,0.00%,0.01%,0.04%,21444,3,5,10,21439,1,2,8,106.3434794,19.39266539,5861.851567,3359.255078,71.20286179,12.61697044,17724.33333,13481.18119,77.26770935,27.97136889,6518.6,3687.964241,26.46461525,4.100300735,248.8,35.38022046,100.00%,1
C3,C,3,-0.05288731,-0.006209101,3.585672617,27197,89.54%,33.81%,3.84%,61.79%,34.95%,0.85%,0.28%,6.03%,24353,9196,1044,16805,9506,232,76,1641,112.095209,30.53611216,10320.99589,15854.29797,66.56680957,26.74315703,9116.225642,13434.47732,75.09034205,42.81405311,5293.510536,7596.106357,58.63136288,29.42003488,5655.657721,9602.633207,100.00%,1
C4,C,4,-0.05043793,0.0340731,3.618613243,14407,87.76%,54.63%,7.36%,66.54%,29.40%,1.21%,0.78%,6.76%,12644,7870,1060,9586,4236,175,113,974,106.0313777,32.37955267,12599.52823,49118.61893,78.97152409,29.72356768,14357.03316,35151.29779,76.91637082,42.53223391,5844.140566,9984.350262,79.14276851,39.09903472,9265.772063,27904.88503,100.00%,1
C5,C,5,-0.06583359,0.03976503,3.622581959,18289,87.81%,36.09%,5.53%,70.57%,26.40%,0.85%,0.54%,8.55%,16059,6601,1012,12907,4828,155,99,1564,112.4005562,21.44498294,9877.52961,15254.70786,64.18736656,25.3823619,9636.881988,16261.85901,82.09395651,45.58977265,7712.744071,12003.97122,73.04922965,36.17724521,6748.488107,9038.962454,100.00%,1
C6,C,6,-0.05320189,0.02298838,3.610278606,7985,82.65%,38.15%,5.46%,67.60%,28.68%,0.91%,1.10%,12.30%,6600,3046,436,5398,2290,73,88,982,98.02078485,41.49574164,6920.695909,9616.190864,60.62440581,28.513116,7077.235719,11135.26534,92.98796247,53.30239494,10300.3922,14850.98883,85.99801,42.99870867,8123.981845,9623.278626,100.00%,1
D1,D,1,-0.05978156,-0.01313937,3.612660408,27612,73.04%,36.79%,5.74%,84.39%,11.58%,2.29%,0.60%,17.11%,20169,10158,1586,23303,3198,633,165,4724,133.1680085,33.2822255,4668.798503,4790.455973,53.09583842,16.4971962,4554.065072,6034.668583,85.95658208,48.82509456,7572.237705,9663.916473,73.46578514,29.99357656,6150.038493,7175.281183,100.00%,1
D2,D,2,-0.03069774,-0.03113811,3.558288097,21456,99.94%,0.01%,0.02%,0.05%,99.92%,0.00%,0.01%,0.04%,21444,3,5,10,21439,1,2,8,106.3434794,19.39266539,5861.851567,3359.255078,71.20286179,12.61697044,17724.33333,13481.18119,77.26770935,27.97136889,6518.6,3687.964241,26.46461525,4.100300735,248.8,35.38022046,100.00%,1
D3,D,3,-0.05288731,-0.006209101,3.585672617,27197,89.54%,33.81%,3.84%,61.79%,34.95%,0.85%,0.28%,6.03%,24353,9196,1044,16805,9506,232,76,1641,112.095209,30.53611216,10320.99589,15854.29797,66.56680957,26.74315703,9116.225642,13434.47732,75.09034205,42.81405311,5293.510536,7596.106357,58.63136288,29.42003488,5655.657721,9602.633207,100.00%,1
D4,D,4,-0.07656157,0.01195545,3.655919313,41945,49.19%,13.12%,5.17%,82.18%,14.99%,1.59%,0.64%,43.09%,20634,5503,2167,34471,6286,665,270,18073,118.6884225,31.15316651,7356.261122,14986.69939,53.19104825,23.33641683,5123.713974,6542.217107,73.40999469,45.69134318,6797.816336,8744.841131,38.20290845,13.76116376,2707.876795,3162.372524,100.00%,1
D5,D,5,-0.08231521,0.01710263,3.633694649,49774,74.71%,5.94%,5.00%,71.57%,27.17%,0.26%,0.41%,22.00%,37187,2959,2488,35623,13522,128,204,10950,121.7060483,28.46598479,10308.13701,14207.60029,60.16296783,29.33103453,5976.886448,8142.731793,75.26030031,43.83550934,4836.497186,7140.272355,56.01932611,25.45303064,4014.541448,8276.919529,100.00%,1
D6,D,6,-0.08082617,-0.01207912,3.588847637,43448,79.06%,6.89%,5.17%,64.82%,33.10%,0.41%,0.52%,17.61%,34350,2993,2247,28165,14382,177,225,7652,115.5194927,24.80164964,9705.842183,11468.08456,49.25292199,21.20922022,4299.760775,6094.660116,84.08799115,46.24509059,6171.546951,8334.264865,47.3379957,21.69142306,3117.783029,4154.2051,100.00%,1
Image Channel Settings,Gain,Exposure,SetupMode,Illumination Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescent Default Template (1),0,2869 (ums),Always,Brightfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescent Default Template (2),0,200000 (ums),Always,Green 483/536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescent Default Template (3),0,200000 (ums),Always,Far Red 632/692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluorescent Default Template (4),50,200000 (ums),Always,Blue 377/447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Settings,Name,Version,Instance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Untitled Analysis Settings 1,1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Settings,Item,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Well Mask,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Well Mask Usage Mode,Automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,% Well Mask,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Well Mask Shape,Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identification Settings,Target 1 Frame Settings,,Target 2 Frame Settings,,Target 3 Frame Settings,,Target 4 Frame Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item,Value,Item,Value,Item,Value,Item,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Algorithm,Brightfield,Algorithm,Fluorescence,Algorithm,Fluorescence,Algorithm,Fluorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intensity Threshold,5,Intensity Threshold,8,Intensity Threshold,6,Intensity Threshold,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Precision,High,Precision,High,Precision,High,Precision,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sharpen,None,Sharpen,None,Sharpen,None,Sharpen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cell Diameter (µm),14,Cell Diameter (µm),14,Cell Diameter (µm),10,Cell Diameter (µm),10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Background Correction,TRUE,Background Correction,TRUE,Background Correction,TRUE,Background Correction,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Separate Touching Objects,TRUE,Separate Touching Objects,TRUE,Separate Touching Objects,TRUE,Separate Touching Objects,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-Filtering Settings,Target 1 Feature Settings,,Target 2 Feature Settings,,Target 3 Feature Settings,,Target 4 Feature Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item,Value,Item,Value,Item,Value,Item,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cell Area (µm²),13 to 200,Cell Area (µm²),16 to 500,Cell Area (µm²),10 to 2000,Cell Area (µm²),10 to 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cell Intensity Range,0 to 255,Cell Intensity Range,28.8403614457828 to 250.39156626506,Cell Intensity Range,0 to 255,Cell Intensity Range,0 to 199.698795180723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Cell Smoothness,0,Min Cell Smoothness,0,Min Cell Smoothness,0,Min Cell Smoothness,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Cell Aspect Ratio,0,Min Cell Aspect Ratio,0,Min Cell Aspect Ratio,0,Min Cell Aspect Ratio,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classification Settings,Name,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Untitled Classification Settings,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classes,Class Name,Source Population Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Class 1,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Class 2,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Class 3,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Class 4,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gating,-none-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,